"s"	"abstract"	"name"	"year"	"hurType"	"season"	"damages"	"fatalities"	"winds"	"started"	"ended"	"areas"
"http://dbpedia.org/resource/Hurricane_Hazel"	"Hurricane Hazel was the deadliest and costliest hurricane of the 1954 Atlantic hurricane season. The storm killed at least 400 people in Haiti before striking the United States near the border between North and South Carolina, as a Category 4 hurricane. After causing 95 fatalities in the US, Hazel struck Canada as an extratropical storm, raising the death toll by 81 people, mostly in Toronto. As a result of the high death toll and the damage caused by Hazel, its name was retired from use for North Atlantic hurricanes.In Haiti, Hazel destroyed 40% of the coffee trees and 50% of the cacao crop, affecting the economy for several years to come. The hurricane made landfall in the Carolinas, and destroyed most waterfront dwellings near its point of impact. From North Carolina, it traveled north along the Atlantic coast. Hazel affected Virginia, West Virginia, Maryland, Delaware, New Jersey, Pennsylvania, and New York; it brought gusts near 160 km/h (100 mph) and caused $281 million (1954 USD) in damage. When it was over Pennsylvania, Hazel consolidated with a cold front, and turned northwest towards Canada. When it hit Ontario as an extratropical storm, rivers and streams in and around Toronto, Ontario overflowed their banks, which caused severe flooding. As a result, many residential areas located in the local floodplains, such as the Raymore Drive area, were subsequently converted to parkland. In Canada alone, over C$135 million (2009: $1.1 billion) of damage was incurred.The effects of Hazel were particularly unprecedented in Toronto, as a result of a combination of a lack of experience in dealing with tropical storms and the storm's unexpected retention of power. Hazel had traveled 1,100 km (680 mi) over land, but while approaching Canada, it had merged with an existing powerful cold front. The storm stalled over the Greater Toronto Area, and although it was now extratropical, it remained as powerful as a category 1 hurricane. To help with the cleanup, 800 members of the military were summoned, and a Hurricane Relief Fund was established that distributed $5.1 million (2009: $41.7 million) in aid."	"Hurricane Hazel"	1954	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1954	382	591	115	1954-10-05	1954-10-18	"http://dbpedia.org/resource/Turks_and_Caicos_Islands"
"http://dbpedia.org/resource/Hurricane_Hazel"	"Hurricane Hazel was the deadliest and costliest hurricane of the 1954 Atlantic hurricane season. The storm killed at least 400 people in Haiti before striking the United States near the border between North and South Carolina, as a Category 4 hurricane. After causing 95 fatalities in the US, Hazel struck Canada as an extratropical storm, raising the death toll by 81 people, mostly in Toronto. As a result of the high death toll and the damage caused by Hazel, its name was retired from use for North Atlantic hurricanes.In Haiti, Hazel destroyed 40% of the coffee trees and 50% of the cacao crop, affecting the economy for several years to come. The hurricane made landfall in the Carolinas, and destroyed most waterfront dwellings near its point of impact. From North Carolina, it traveled north along the Atlantic coast. Hazel affected Virginia, West Virginia, Maryland, Delaware, New Jersey, Pennsylvania, and New York; it brought gusts near 160 km/h (100 mph) and caused $281 million (1954 USD) in damage. When it was over Pennsylvania, Hazel consolidated with a cold front, and turned northwest towards Canada. When it hit Ontario as an extratropical storm, rivers and streams in and around Toronto, Ontario overflowed their banks, which caused severe flooding. As a result, many residential areas located in the local floodplains, such as the Raymore Drive area, were subsequently converted to parkland. In Canada alone, over C$135 million (2009: $1.1 billion) of damage was incurred.The effects of Hazel were particularly unprecedented in Toronto, as a result of a combination of a lack of experience in dealing with tropical storms and the storm's unexpected retention of power. Hazel had traveled 1,100 km (680 mi) over land, but while approaching Canada, it had merged with an existing powerful cold front. The storm stalled over the Greater Toronto Area, and although it was now extratropical, it remained as powerful as a category 1 hurricane. To help with the cleanup, 800 members of the military were summoned, and a Hurricane Relief Fund was established that distributed $5.1 million (2009: $41.7 million) in aid."	"Hurricane Hazel"	1954	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1954	382	591	115	1954-10-05	1954-10-18	"http://dbpedia.org/resource/The_Bahamas"
"http://dbpedia.org/resource/Hurricane_Hazel"	"Hurricane Hazel was the deadliest and costliest hurricane of the 1954 Atlantic hurricane season. The storm killed at least 400 people in Haiti before striking the United States near the border between North and South Carolina, as a Category 4 hurricane. After causing 95 fatalities in the US, Hazel struck Canada as an extratropical storm, raising the death toll by 81 people, mostly in Toronto. As a result of the high death toll and the damage caused by Hazel, its name was retired from use for North Atlantic hurricanes.In Haiti, Hazel destroyed 40% of the coffee trees and 50% of the cacao crop, affecting the economy for several years to come. The hurricane made landfall in the Carolinas, and destroyed most waterfront dwellings near its point of impact. From North Carolina, it traveled north along the Atlantic coast. Hazel affected Virginia, West Virginia, Maryland, Delaware, New Jersey, Pennsylvania, and New York; it brought gusts near 160 km/h (100 mph) and caused $281 million (1954 USD) in damage. When it was over Pennsylvania, Hazel consolidated with a cold front, and turned northwest towards Canada. When it hit Ontario as an extratropical storm, rivers and streams in and around Toronto, Ontario overflowed their banks, which caused severe flooding. As a result, many residential areas located in the local floodplains, such as the Raymore Drive area, were subsequently converted to parkland. In Canada alone, over C$135 million (2009: $1.1 billion) of damage was incurred.The effects of Hazel were particularly unprecedented in Toronto, as a result of a combination of a lack of experience in dealing with tropical storms and the storm's unexpected retention of power. Hazel had traveled 1,100 km (680 mi) over land, but while approaching Canada, it had merged with an existing powerful cold front. The storm stalled over the Greater Toronto Area, and although it was now extratropical, it remained as powerful as a category 1 hurricane. To help with the cleanup, 800 members of the military were summoned, and a Hurricane Relief Fund was established that distributed $5.1 million (2009: $41.7 million) in aid."	"Hurricane Hazel"	1954	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1954	382	591	115	1954-10-05	1954-10-18	"http://dbpedia.org/resource/Northern_South_America"
"http://dbpedia.org/resource/Hurricane_Hazel"	"Hurricane Hazel was the deadliest and costliest hurricane of the 1954 Atlantic hurricane season. The storm killed at least 400 people in Haiti before striking the United States near the border between North and South Carolina, as a Category 4 hurricane. After causing 95 fatalities in the US, Hazel struck Canada as an extratropical storm, raising the death toll by 81 people, mostly in Toronto. As a result of the high death toll and the damage caused by Hazel, its name was retired from use for North Atlantic hurricanes.In Haiti, Hazel destroyed 40% of the coffee trees and 50% of the cacao crop, affecting the economy for several years to come. The hurricane made landfall in the Carolinas, and destroyed most waterfront dwellings near its point of impact. From North Carolina, it traveled north along the Atlantic coast. Hazel affected Virginia, West Virginia, Maryland, Delaware, New Jersey, Pennsylvania, and New York; it brought gusts near 160 km/h (100 mph) and caused $281 million (1954 USD) in damage. When it was over Pennsylvania, Hazel consolidated with a cold front, and turned northwest towards Canada. When it hit Ontario as an extratropical storm, rivers and streams in and around Toronto, Ontario overflowed their banks, which caused severe flooding. As a result, many residential areas located in the local floodplains, such as the Raymore Drive area, were subsequently converted to parkland. In Canada alone, over C$135 million (2009: $1.1 billion) of damage was incurred.The effects of Hazel were particularly unprecedented in Toronto, as a result of a combination of a lack of experience in dealing with tropical storms and the storm's unexpected retention of power. Hazel had traveled 1,100 km (680 mi) over land, but while approaching Canada, it had merged with an existing powerful cold front. The storm stalled over the Greater Toronto Area, and although it was now extratropical, it remained as powerful as a category 1 hurricane. To help with the cleanup, 800 members of the military were summoned, and a Hurricane Relief Fund was established that distributed $5.1 million (2009: $41.7 million) in aid."	"Hurricane Hazel"	1954	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1954	382	591	115	1954-10-05	1954-10-18	"http://dbpedia.org/resource/Hispaniola"
"http://dbpedia.org/resource/Hurricane_Hazel"	"Hurricane Hazel was the deadliest and costliest hurricane of the 1954 Atlantic hurricane season. The storm killed at least 400 people in Haiti before striking the United States near the border between North and South Carolina, as a Category 4 hurricane. After causing 95 fatalities in the US, Hazel struck Canada as an extratropical storm, raising the death toll by 81 people, mostly in Toronto. As a result of the high death toll and the damage caused by Hazel, its name was retired from use for North Atlantic hurricanes.In Haiti, Hazel destroyed 40% of the coffee trees and 50% of the cacao crop, affecting the economy for several years to come. The hurricane made landfall in the Carolinas, and destroyed most waterfront dwellings near its point of impact. From North Carolina, it traveled north along the Atlantic coast. Hazel affected Virginia, West Virginia, Maryland, Delaware, New Jersey, Pennsylvania, and New York; it brought gusts near 160 km/h (100 mph) and caused $281 million (1954 USD) in damage. When it was over Pennsylvania, Hazel consolidated with a cold front, and turned northwest towards Canada. When it hit Ontario as an extratropical storm, rivers and streams in and around Toronto, Ontario overflowed their banks, which caused severe flooding. As a result, many residential areas located in the local floodplains, such as the Raymore Drive area, were subsequently converted to parkland. In Canada alone, over C$135 million (2009: $1.1 billion) of damage was incurred.The effects of Hazel were particularly unprecedented in Toronto, as a result of a combination of a lack of experience in dealing with tropical storms and the storm's unexpected retention of power. Hazel had traveled 1,100 km (680 mi) over land, but while approaching Canada, it had merged with an existing powerful cold front. The storm stalled over the Greater Toronto Area, and although it was now extratropical, it remained as powerful as a category 1 hurricane. To help with the cleanup, 800 members of the military were summoned, and a Hurricane Relief Fund was established that distributed $5.1 million (2009: $41.7 million) in aid."	"Hurricane Hazel"	1954	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1954	382	591	115	1954-10-05	1954-10-18	"http://dbpedia.org/resource/Eastern_United_States"
"http://dbpedia.org/resource/Hurricane_Keith"	"Hurricane Keith was a storm in October 2000 that caused extensive damage in Central America, especially in Mexico and Belize. It was the fifteenth tropical cyclone, eleventh named storm, and seventh hurricane of the that year's Atlantic hurricane season. Keith developed as a tropical depression from a tropical wave in the western Caribbean Sea on September 28. The depression gradually strengthened, and became Tropical Storm Keith on the following day. As the storm tracked westward, it continued to intensify and was upgraded to a hurricane on September 30. Shortly thereafter, Keith began to rapidly deepen, and peaked as a Category 4 hurricane less than 24 hours later. Keith then began to meander erratically offshore of Belize, which significantly weakened the storm due to land interaction. By late on October 2, Keith made landfall in Ambergris Caye, Belize as a minimal hurricane. It quickly weakened to a tropical storm, before another landfall occurred near Belize City early on the following day. While moving inland over the Yucatán Peninsula, Keith weakened further, and was downgraded to a tropical depression before emerging into the Gulf of Mexico on October 4. Once in the Gulf of Mexico, Keith began to re-strengthen and was upgraded to a tropical storm later that day, and a hurricane on the following day. By late on October 5, Keith made its third and final landfall near Tampico, Tamaulipas, Mexico as a moderately strong Category 1 hurricane. The storm quickly weakened inland and dissipated as a tropical cyclone by 24 hours after landfall.Keith brought heavy rainfall to several countries in Central America, which resulted in extensive flooding, especially in Belize and Mexico. In Guatemala, the storm flooded 10 towns, and caused one fatality. Similarly, one fatality also occurred in El Salvador, and at least 300 people were affected by flooding in that country. Thirteen communities in Nicaragua were completely isolated after Keith made roads impassable. Twelve deaths were reported in Nicaragua, all of which were flood-related. Five people were presumed dead in Honduras after an aircraft disappeared near Roatán; one other fatality occurred due to flooding. The storm brought torrential rainfall to Belize, with many areas reporting at least 10 inches (250 mm) of rain, while highest reported amount of precipitation was greater than 30 inches (760 mm). In Belize, a village reported that only 12 houses remained, while elsewhere in the country, at least 60 homes were destroyed or damaged; several houses in Belize City suffered minor roof damage. At least 19 people were killed in Belize and damages totaled to $280 million (2000 USD). Heavy rainfall also occurred in Mexico, especially in the states of Nuevo León and Tamaulipas. Flooding from Keith caused several mudslides and a few rivers reached historic levels. Throughout Mexico, at least 460 houses were damage or destroyed and other losses in infrastructure occurred. In addition, one person drowned due to heavy rainfall. Damages incurred in associated with Keith in Mexico totaled to approximately $365.9 million (2000 MXN, $38.7 million 2000 USD). Overall, Keith was responsible for 40 deaths and $319 million (2000 USD) in damage."	"Hurricane Keith"	2000	"http://dbpedia.org/class/yago/Hurricane111467018"	2000	319	62	120	2000-09-28	2000-10-06	"http://dbpedia.org/resource/Mexico"
"http://dbpedia.org/resource/Hurricane_Keith"	"Hurricane Keith was a storm in October 2000 that caused extensive damage in Central America, especially in Mexico and Belize. It was the fifteenth tropical cyclone, eleventh named storm, and seventh hurricane of the that year's Atlantic hurricane season. Keith developed as a tropical depression from a tropical wave in the western Caribbean Sea on September 28. The depression gradually strengthened, and became Tropical Storm Keith on the following day. As the storm tracked westward, it continued to intensify and was upgraded to a hurricane on September 30. Shortly thereafter, Keith began to rapidly deepen, and peaked as a Category 4 hurricane less than 24 hours later. Keith then began to meander erratically offshore of Belize, which significantly weakened the storm due to land interaction. By late on October 2, Keith made landfall in Ambergris Caye, Belize as a minimal hurricane. It quickly weakened to a tropical storm, before another landfall occurred near Belize City early on the following day. While moving inland over the Yucatán Peninsula, Keith weakened further, and was downgraded to a tropical depression before emerging into the Gulf of Mexico on October 4. Once in the Gulf of Mexico, Keith began to re-strengthen and was upgraded to a tropical storm later that day, and a hurricane on the following day. By late on October 5, Keith made its third and final landfall near Tampico, Tamaulipas, Mexico as a moderately strong Category 1 hurricane. The storm quickly weakened inland and dissipated as a tropical cyclone by 24 hours after landfall.Keith brought heavy rainfall to several countries in Central America, which resulted in extensive flooding, especially in Belize and Mexico. In Guatemala, the storm flooded 10 towns, and caused one fatality. Similarly, one fatality also occurred in El Salvador, and at least 300 people were affected by flooding in that country. Thirteen communities in Nicaragua were completely isolated after Keith made roads impassable. Twelve deaths were reported in Nicaragua, all of which were flood-related. Five people were presumed dead in Honduras after an aircraft disappeared near Roatán; one other fatality occurred due to flooding. The storm brought torrential rainfall to Belize, with many areas reporting at least 10 inches (250 mm) of rain, while highest reported amount of precipitation was greater than 30 inches (760 mm). In Belize, a village reported that only 12 houses remained, while elsewhere in the country, at least 60 homes were destroyed or damaged; several houses in Belize City suffered minor roof damage. At least 19 people were killed in Belize and damages totaled to $280 million (2000 USD). Heavy rainfall also occurred in Mexico, especially in the states of Nuevo León and Tamaulipas. Flooding from Keith caused several mudslides and a few rivers reached historic levels. Throughout Mexico, at least 460 houses were damage or destroyed and other losses in infrastructure occurred. In addition, one person drowned due to heavy rainfall. Damages incurred in associated with Keith in Mexico totaled to approximately $365.9 million (2000 MXN, $38.7 million 2000 USD). Overall, Keith was responsible for 40 deaths and $319 million (2000 USD) in damage."	"Hurricane Keith"	2000	"http://dbpedia.org/class/yago/Hurricane111467018"	2000	319	62	120	2000-09-28	2000-10-06	"http://dbpedia.org/resource/Central_America"
"http://dbpedia.org/resource/Hurricane_Keith"	"Hurricane Keith was a storm in October 2000 that caused extensive damage in Central America, especially in Mexico and Belize. It was the fifteenth tropical cyclone, eleventh named storm, and seventh hurricane of the that year's Atlantic hurricane season. Keith developed as a tropical depression from a tropical wave in the western Caribbean Sea on September 28. The depression gradually strengthened, and became Tropical Storm Keith on the following day. As the storm tracked westward, it continued to intensify and was upgraded to a hurricane on September 30. Shortly thereafter, Keith began to rapidly deepen, and peaked as a Category 4 hurricane less than 24 hours later. Keith then began to meander erratically offshore of Belize, which significantly weakened the storm due to land interaction. By late on October 2, Keith made landfall in Ambergris Caye, Belize as a minimal hurricane. It quickly weakened to a tropical storm, before another landfall occurred near Belize City early on the following day. While moving inland over the Yucatán Peninsula, Keith weakened further, and was downgraded to a tropical depression before emerging into the Gulf of Mexico on October 4. Once in the Gulf of Mexico, Keith began to re-strengthen and was upgraded to a tropical storm later that day, and a hurricane on the following day. By late on October 5, Keith made its third and final landfall near Tampico, Tamaulipas, Mexico as a moderately strong Category 1 hurricane. The storm quickly weakened inland and dissipated as a tropical cyclone by 24 hours after landfall.Keith brought heavy rainfall to several countries in Central America, which resulted in extensive flooding, especially in Belize and Mexico. In Guatemala, the storm flooded 10 towns, and caused one fatality. Similarly, one fatality also occurred in El Salvador, and at least 300 people were affected by flooding in that country. Thirteen communities in Nicaragua were completely isolated after Keith made roads impassable. Twelve deaths were reported in Nicaragua, all of which were flood-related. Five people were presumed dead in Honduras after an aircraft disappeared near Roatán; one other fatality occurred due to flooding. The storm brought torrential rainfall to Belize, with many areas reporting at least 10 inches (250 mm) of rain, while highest reported amount of precipitation was greater than 30 inches (760 mm). In Belize, a village reported that only 12 houses remained, while elsewhere in the country, at least 60 homes were destroyed or damaged; several houses in Belize City suffered minor roof damage. At least 19 people were killed in Belize and damages totaled to $280 million (2000 USD). Heavy rainfall also occurred in Mexico, especially in the states of Nuevo León and Tamaulipas. Flooding from Keith caused several mudslides and a few rivers reached historic levels. Throughout Mexico, at least 460 houses were damage or destroyed and other losses in infrastructure occurred. In addition, one person drowned due to heavy rainfall. Damages incurred in associated with Keith in Mexico totaled to approximately $365.9 million (2000 MXN, $38.7 million 2000 USD). Overall, Keith was responsible for 40 deaths and $319 million (2000 USD) in damage."	"Hurricane Keith"	2000	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	2000	319	62	120	2000-09-28	2000-10-06	"http://dbpedia.org/resource/Mexico"
"http://dbpedia.org/resource/Hurricane_Keith"	"Hurricane Keith was a storm in October 2000 that caused extensive damage in Central America, especially in Mexico and Belize. It was the fifteenth tropical cyclone, eleventh named storm, and seventh hurricane of the that year's Atlantic hurricane season. Keith developed as a tropical depression from a tropical wave in the western Caribbean Sea on September 28. The depression gradually strengthened, and became Tropical Storm Keith on the following day. As the storm tracked westward, it continued to intensify and was upgraded to a hurricane on September 30. Shortly thereafter, Keith began to rapidly deepen, and peaked as a Category 4 hurricane less than 24 hours later. Keith then began to meander erratically offshore of Belize, which significantly weakened the storm due to land interaction. By late on October 2, Keith made landfall in Ambergris Caye, Belize as a minimal hurricane. It quickly weakened to a tropical storm, before another landfall occurred near Belize City early on the following day. While moving inland over the Yucatán Peninsula, Keith weakened further, and was downgraded to a tropical depression before emerging into the Gulf of Mexico on October 4. Once in the Gulf of Mexico, Keith began to re-strengthen and was upgraded to a tropical storm later that day, and a hurricane on the following day. By late on October 5, Keith made its third and final landfall near Tampico, Tamaulipas, Mexico as a moderately strong Category 1 hurricane. The storm quickly weakened inland and dissipated as a tropical cyclone by 24 hours after landfall.Keith brought heavy rainfall to several countries in Central America, which resulted in extensive flooding, especially in Belize and Mexico. In Guatemala, the storm flooded 10 towns, and caused one fatality. Similarly, one fatality also occurred in El Salvador, and at least 300 people were affected by flooding in that country. Thirteen communities in Nicaragua were completely isolated after Keith made roads impassable. Twelve deaths were reported in Nicaragua, all of which were flood-related. Five people were presumed dead in Honduras after an aircraft disappeared near Roatán; one other fatality occurred due to flooding. The storm brought torrential rainfall to Belize, with many areas reporting at least 10 inches (250 mm) of rain, while highest reported amount of precipitation was greater than 30 inches (760 mm). In Belize, a village reported that only 12 houses remained, while elsewhere in the country, at least 60 homes were destroyed or damaged; several houses in Belize City suffered minor roof damage. At least 19 people were killed in Belize and damages totaled to $280 million (2000 USD). Heavy rainfall also occurred in Mexico, especially in the states of Nuevo León and Tamaulipas. Flooding from Keith caused several mudslides and a few rivers reached historic levels. Throughout Mexico, at least 460 houses were damage or destroyed and other losses in infrastructure occurred. In addition, one person drowned due to heavy rainfall. Damages incurred in associated with Keith in Mexico totaled to approximately $365.9 million (2000 MXN, $38.7 million 2000 USD). Overall, Keith was responsible for 40 deaths and $319 million (2000 USD) in damage."	"Hurricane Keith"	2000	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	2000	319	62	120	2000-09-28	2000-10-06	"http://dbpedia.org/resource/Central_America"
"http://dbpedia.org/resource/Typhoon_Parma"	"Typhoon Parma, known in the Philippines as Typhoon Pepeng, was the second typhoon to affect the Philippines within the span of a week during September 2009.Typhoon Parma was assigned the name Pepeng by PAGASA when it entered the Philippine Area of Responsibility days after Typhoon Ketsana wreaked havoc on the country. Parma spared the capital and instead lashed the northern part of Luzon island.Parma added to the damage caused by the earlier Typhoon Ketsana, affecting thousands of families on the north, especially on Pangasinan province where the San Roque Dam inadvertently released water to prevent its breach. However in the first week of October, Parma interacted with the incoming Typhoon Melor on the Pacific (via a Fujiwhara interaction), rendering it stationary as it made landfall on Southern Taiwan. Days later, the greatly weakened Parma retreated back to Luzon making further landfalls on Ilocos Norte and Cagayan. The now severe tropical storm Parma then began to wane its strength as it crossed Luzon island for the second time. It then emerged on the South China Sea as a tropical depression. Parma became one of the deadliest typhoons to hit the Philippines in a decade."	"Typhoon Parma"	2009	"http://dbpedia.org/class/yago/Hurricane111467018"	2009	617	500	135	2009-09-27	2009-10-14	"Caroline Islands, Philippines, Taiwan, China and Vietnam"
"http://dbpedia.org/resource/Hurricane_Fran"	"Hurricane Fran caused extensive damage in the United States in early September 1996. The sixth named storm, fifth hurricane, and fourth major hurricane of the 1996 Atlantic hurricane season, Fran developed from a tropical wave near Cape Verde on August 23. Due to nearby Hurricane Edouard, the depression remained disorganized as it tracked westward, though it eventually intensified into Tropical Storm Fran on August 27. While heading west-northwestward, Fran steadily strengthened into a hurricane on August 29, but weakened back to a tropical storm on the following day. On August 31, Fran quickly re-intensified into a hurricane. By September 2, Fran began to parallel the islands of the Bahamas and slowly curved north-northwestward. Fran peaked as a 120 mph (195 km/h) Category 3 hurricane by early on September 5. Thereafter, Fran weakened slightly, before it made landfall near Cape Fear, North Carolina early on September 6. The storm rapidly weakened inland and was only a tropical depression later that day. Eventually, Fran curved east-northeastward and transitioned into an extratropical cyclone over Ontario early on September 9.In Florida, high tides capsized a boat with five people aboard, though all were rescued. No significant effects were reported in Georgia. The outerbands of Fran produced high winds and light to moderate rainfall in South Carolina. As a result, numerous trees and powerlines were downed, which damaged cars, left over 63,000 people without electricity. Large waves in North Carolina caused significant coastal flooding in some cities. Overall, Fran was attributed to 27 fatalities and $3.2 billion (1996 USD) in damage."	"Hurricane Fran"	1996	"http://dbpedia.org/class/yago/Hurricane111467018"	1996	3200	22	105	1996-08-23	1996-09-10	"South Carolina, North Carolina, Virginia, West Virginia, Maryland, Pennsylvania, and Toronto"
"http://dbpedia.org/resource/Hurricane_Fran"	"Hurricane Fran caused extensive damage in the United States in early September 1996. The sixth named storm, fifth hurricane, and fourth major hurricane of the 1996 Atlantic hurricane season, Fran developed from a tropical wave near Cape Verde on August 23. Due to nearby Hurricane Edouard, the depression remained disorganized as it tracked westward, though it eventually intensified into Tropical Storm Fran on August 27. While heading west-northwestward, Fran steadily strengthened into a hurricane on August 29, but weakened back to a tropical storm on the following day. On August 31, Fran quickly re-intensified into a hurricane. By September 2, Fran began to parallel the islands of the Bahamas and slowly curved north-northwestward. Fran peaked as a 120 mph (195 km/h) Category 3 hurricane by early on September 5. Thereafter, Fran weakened slightly, before it made landfall near Cape Fear, North Carolina early on September 6. The storm rapidly weakened inland and was only a tropical depression later that day. Eventually, Fran curved east-northeastward and transitioned into an extratropical cyclone over Ontario early on September 9.In Florida, high tides capsized a boat with five people aboard, though all were rescued. No significant effects were reported in Georgia. The outerbands of Fran produced high winds and light to moderate rainfall in South Carolina. As a result, numerous trees and powerlines were downed, which damaged cars, left over 63,000 people without electricity. Large waves in North Carolina caused significant coastal flooding in some cities. Overall, Fran was attributed to 27 fatalities and $3.2 billion (1996 USD) in damage."	"Hurricane Fran"	1996	"http://dbpedia.org/class/yago/RetiredAtlanticHurricanes"	1996	3200	22	105	1996-08-23	1996-09-10	"South Carolina, North Carolina, Virginia, West Virginia, Maryland, Pennsylvania, and Toronto"
"http://dbpedia.org/resource/Tropical_Storm_Gamma"	"Tropical Storm Gamma was the 24th tropical storm of the 2005 Atlantic hurricane season. Gamma formed on November 18 from a tropical wave which had left the coast of Africa on November 3. Between November 13 and November 16 the system was designated Tropical Depression Twenty-Seven and moved westward through the Windward Islands into the Caribbean. Although its winds were not of tropical storm force, the storm brought damagingly heavy rainfall to Trinidad and to St. Vincent and the Grenadines.On November 18, after a period of disorganization during which it appeared to be dissipating, the system strengthened and was upgraded to a tropical storm off the coast of Honduras and given the name Gamma. There, its torrential rainfall triggered deadly landslides. Gamma's winds and rains also reached into Belize, where they were less deadly. The storm dissipated on November 22, having killed 39 people."	"Tropical Storm Gamma"	2005	"http://dbpedia.org/class/yago/Hurricane111467018"	2005	18	39	45	2005-11-14	2005-11-22	"http://dbpedia.org/resource/Lesser_Antilles"
"http://dbpedia.org/resource/Tropical_Storm_Gamma"	"Tropical Storm Gamma was the 24th tropical storm of the 2005 Atlantic hurricane season. Gamma formed on November 18 from a tropical wave which had left the coast of Africa on November 3. Between November 13 and November 16 the system was designated Tropical Depression Twenty-Seven and moved westward through the Windward Islands into the Caribbean. Although its winds were not of tropical storm force, the storm brought damagingly heavy rainfall to Trinidad and to St. Vincent and the Grenadines.On November 18, after a period of disorganization during which it appeared to be dissipating, the system strengthened and was upgraded to a tropical storm off the coast of Honduras and given the name Gamma. There, its torrential rainfall triggered deadly landslides. Gamma's winds and rains also reached into Belize, where they were less deadly. The storm dissipated on November 22, having killed 39 people."	"Tropical Storm Gamma"	2005	"http://dbpedia.org/class/yago/Hurricane111467018"	2005	18	39	45	2005-11-14	2005-11-22	"http://dbpedia.org/resource/Belize"
"http://dbpedia.org/resource/Tropical_Storm_Gamma"	"Tropical Storm Gamma was the 24th tropical storm of the 2005 Atlantic hurricane season. Gamma formed on November 18 from a tropical wave which had left the coast of Africa on November 3. Between November 13 and November 16 the system was designated Tropical Depression Twenty-Seven and moved westward through the Windward Islands into the Caribbean. Although its winds were not of tropical storm force, the storm brought damagingly heavy rainfall to Trinidad and to St. Vincent and the Grenadines.On November 18, after a period of disorganization during which it appeared to be dissipating, the system strengthened and was upgraded to a tropical storm off the coast of Honduras and given the name Gamma. There, its torrential rainfall triggered deadly landslides. Gamma's winds and rains also reached into Belize, where they were less deadly. The storm dissipated on November 22, having killed 39 people."	"Tropical Storm Gamma"	2005	"http://dbpedia.org/class/yago/Hurricane111467018"	2005	18	39	45	2005-11-14	2005-11-22	"http://dbpedia.org/resource/Honduras"
"http://dbpedia.org/resource/Typhoon_Paka"	"Typhoon Paka, known in the Philippines as Typhoon Rubing, was the last tropical cyclone in the 1997 Pacific Ocean hurricane and typhoon season, and was among the strongest Pacific typhoons in the month of December. Paka, which is the Hawaiian name for Pat, developed on November 28 from a trough well to the southwest of Hawaii. The storm tracked generally westward for much of its duration, and on December 7 it crossed into the western Pacific Ocean. Much of its track was characterized by fluctuations in intensity, and on December 10 the cyclone attained typhoon status as it crossed the Marshall Islands. On December 16, Paka struck Guam and Rota with winds of 230 km/h (145 mph), and it strengthened further to reach peak winds on December 18 over open waters. Subsequently, it underwent a steady weakening trend, and on December 23 Paka dissipated.Typhoon Paka first impacted the Marshall Islands, where it dropped heavy rainfall and left 7007800000000000000♠US$80 million in damages. Later, it passed just north of Guam, where strong winds destroyed about 1,500 buildings and damaged 10,000 more; 5,000 people were left homeless, and the island experienced a complete power outage following the typhoon. Damage on the island totaled 7008500000000000000♠US$500 million, which warranted the retirement of its name. Paka also caused minor damage in the Northern Mariana Islands, and overall the typhoon caused no reported fatalities."	"Typhoon Paka"	1997	"http://dbpedia.org/class/yago/Hurricane111467018"	1997	580	"None reported"	160	1997-11-28	1997-12-23	"http://dbpedia.org/resource/Guam"
"http://dbpedia.org/resource/Typhoon_Paka"	"Typhoon Paka, known in the Philippines as Typhoon Rubing, was the last tropical cyclone in the 1997 Pacific Ocean hurricane and typhoon season, and was among the strongest Pacific typhoons in the month of December. Paka, which is the Hawaiian name for Pat, developed on November 28 from a trough well to the southwest of Hawaii. The storm tracked generally westward for much of its duration, and on December 7 it crossed into the western Pacific Ocean. Much of its track was characterized by fluctuations in intensity, and on December 10 the cyclone attained typhoon status as it crossed the Marshall Islands. On December 16, Paka struck Guam and Rota with winds of 230 km/h (145 mph), and it strengthened further to reach peak winds on December 18 over open waters. Subsequently, it underwent a steady weakening trend, and on December 23 Paka dissipated.Typhoon Paka first impacted the Marshall Islands, where it dropped heavy rainfall and left 7007800000000000000♠US$80 million in damages. Later, it passed just north of Guam, where strong winds destroyed about 1,500 buildings and damaged 10,000 more; 5,000 people were left homeless, and the island experienced a complete power outage following the typhoon. Damage on the island totaled 7008500000000000000♠US$500 million, which warranted the retirement of its name. Paka also caused minor damage in the Northern Mariana Islands, and overall the typhoon caused no reported fatalities."	"Typhoon Paka"	1997	"http://dbpedia.org/class/yago/Hurricane111467018"	1997	580	"None reported"	160	1997-11-28	1997-12-23	"http://dbpedia.org/resource/Marshall_Islands"
